sample	scheme	scheme_version	subtype	all_subtypes	tiles_matching_subtype	are_subtypes_consistent	inconsistent_subtypes	n_tiles_matching_all	n_tiles_matching_all_expected	n_tiles_matching_positive	n_tiles_matching_positive_expected	n_tiles_matching_subtype	n_tiles_matching_subtype_expected	file_path	qc_status	qc_message
SAL_JA0825AA_AS	heidelberg	0.5.0	2.2.1.1	2; 2.2; 2.2.1; 2.2.1.1	691203-2.2.1.1; 3864871-2.2.1.1; 2802706-2.2.1.1; 293728-2.2.1.1	True		202	202	14	14	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_JA0825AA_AS.scaffold.fasta	PASS	
SAL_EA1811AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	3062689-2.2.2.2.2.2; 42232-2.2.2.2.2.2; 2801759-2.2.2.2.2.2; 3540924-2.2.2.2.2.2; 1950957-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA1811AA_AS.scaffold.fasta	PASS	
SAL_CA5476AA_AS	heidelberg	0.5.0	2.1.1.1	2; 2.1; 2.1.1; 2.1.1.1	3305400-2.1.1.1; 1856421-2.1.1.1; 1534092-2.1.1.1	True		202	202	18	18	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5476AA_AS.scaffold.fasta	PASS	
SAL_CA5322AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	3801966-2.1.1; 3408895-2.1.1; 2422397-2.1.1; 2283825-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5322AA_AS.scaffold.fasta	PASS	
SAL_CA4970AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	2283825-2.1.1; 3408895-2.1.1; 3801966-2.1.1; 2422397-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4970AA_AS.scaffold.fasta	PASS	
SAL_CA1448AA_AS	heidelberg	0.5.0	2.1.1.2	2; 2.1; 2.1.1; 2.1.1.2	3939049-2.1.1.2; 1329594-2.1.1.2; 2496132-2.1.1.2; 4013058-2.1.1.2	True		202	202	19	19	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1448AA_AS.scaffold.fasta	PASS	
SAL_EA4737AA_AS	heidelberg	0.5.0	2.2.2.2.1.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.3	508759-2.2.2.2.1.3; 1052031-2.2.2.2.1.3; 2934077-2.2.2.2.1.3	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4737AA_AS.scaffold.fasta	PASS	
SAL_CA2361AA_AS	heidelberg	0.5.0	2.2.3	2; 2.2; 2.2.3	1462807-2.2.3	True		202	202	8	8	1	1	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2361AA_AS.scaffold.fasta	PASS	
SAL_EA5203AA_AS	heidelberg	0.5.0	2.2.2.2.2.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.1	239152-2.2.2.2.2.1; 3647258-2.2.2.2.2.1; 3586333-2.2.2.2.2.1; 3267927-2.2.2.2.2.1	True		202	202	19	19	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5203AA_AS.scaffold.fasta	PASS	
SAL_JA0360AA_AS	heidelberg	0.5.0	1.1	1; 1.1	1049933-1.1; 1193219-1.1; 4738855-1.1; 202001-1.1; 4579224-1.1; 4499501-1.1; 2778621-1.1; 2904061-1.1; 3867228-1.1; 3278067-1.1; 600783-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_JA0360AA_AS.scaffold.fasta	PASS	
SAL_EA4512AA_AS	heidelberg	0.5.0	2.1.1.3	2; 2.1; 2.1.1; 2.1.1.3	4120499-2.1.1.3; 3011381-2.1.1.3; 2878560-2.1.1.3; 3742501-2.1.1.3; 2213229-2.1.1.3	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4512AA_AS.scaffold.fasta	PASS	
SAL_EA5739AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5739AA_AS.scaffold.fasta	PASS	
SAL_EA5669AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	198398-2.2.2.1.1.1; 908618-2.2.2.1.1.1; 167020-2.2.2.1.1.1; 3264474-2.2.2.1.1.1; 3230678-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5669AA_AS.scaffold.fasta	PASS	
SAL_JA1035AA_AS	heidelberg	0.5.0	2.1.2	2; 2.1; 2.1.2	600350-2.1.2; 4215208-2.1.2; 4101230-2.1.2; 4035893-2.1.2; 4327318-2.1.2; 1062011-2.1.2; 4136928-2.1.2	True		202	202	18	18	7	7	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_JA1035AA_AS.scaffold.fasta	PASS	
SAL_CA1096AA_AS	heidelberg	0.5.0	2.1.1.2	2; 2.1; 2.1.1; 2.1.1.2	4013058-2.1.1.2; 1329594-2.1.1.2; 2496132-2.1.1.2; 3939049-2.1.1.2	True		202	202	19	19	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1096AA_AS.scaffold.fasta	PASS	
SAL_JA1091AA_AS	heidelberg	0.5.0	2.2.3.2	2; 2.2; 2.2.3; 2.2.3.2	3932517-2.2.3.2; 4030144-2.2.3.2; 4286359-2.2.3.2; 4178681-2.2.3.2; 2663535-2.2.3.2; 2676021-2.2.3.2; 2863936-2.2.3.2	True		202	202	15	15	7	7	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_JA1091AA_AS.scaffold.fasta	PASS	
SAL_CA5319AA_AS	heidelberg	0.5.0	2.1.1.1	2; 2.1; 2.1.1; 2.1.1.1	1856421-2.1.1.1; 1534092-2.1.1.1; 3305400-2.1.1.1	True		202	202	18	18	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5319AA_AS.scaffold.fasta	PASS	
SAL_CA5448AA_AS	heidelberg	0.5.0	2.1.3	2; 2.1; 2.1.3	4282538-2.1.3; 2963935-2.1.3; 2045923-2.1.3; 64709-2.1.3	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5448AA_AS.scaffold.fasta	PASS	
SAL_EA4284AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	2801759-2.2.2.2.2.2; 3062689-2.2.2.2.2.2; 1950957-2.2.2.2.2.2; 3540924-2.2.2.2.2.2; 42232-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4284AA_AS.scaffold.fasta	PASS	
SAL_FA0726AA_AS	heidelberg	0.5.0	1	1	2531225-1; 3677767-1	True		201	202	2	2	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA0726AA_AS.scaffold.fasta	PASS	
SAL_BA4620AA_AS	heidelberg	0.5.0	1.1	1; 1.1	2904061-1.1; 600783-1.1; 2778621-1.1; 202001-1.1; 3278067-1.1; 4738855-1.1; 1049933-1.1; 1193219-1.1; 3867228-1.1; 4579224-1.1; 4499501-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA4620AA_AS.scaffold.fasta	PASS	
SAL_EA9531AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9531AA_AS.scaffold.fasta	PASS	
SAL_CA5274AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5274AA_AS.scaffold.fasta	PASS	
SAL_CA5028AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	2283825-2.1.1; 2422397-2.1.1; 3801966-2.1.1; 3408895-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5028AA_AS.scaffold.fasta	PASS	
SAL_CA5096AA_AS	heidelberg	0.5.0	2.2.2.2.1.4	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.4	1037658-2.2.2.2.1.4; 2154958-2.2.2.2.1.4; 3785187-2.2.2.2.1.4	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5096AA_AS.scaffold.fasta	PASS	
SAL_CA1134AA_AS	heidelberg	0.5.0	2.1.1.1	2; 2.1; 2.1.1; 2.1.1.1	1856421-2.1.1.1; 1534092-2.1.1.1; 3305400-2.1.1.1	True		202	202	18	18	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1134AA_AS.scaffold.fasta	PASS	
SAL_EA4837AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	908618-2.2.2.1.1.1; 198398-2.2.2.1.1.1; 167020-2.2.2.1.1.1; 3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4837AA_AS.scaffold.fasta	PASS	
SAL_EA4533AA_AS	heidelberg	0.5.0	2.1	2; 2.1	1276017-2.1; 1313808-2.1; 3802645-2.1; 4145957-2.1; 2785633-2.1; 862828-2.1; 3200083-2.1; 2048364-2.1; 1976727-2.1	True		202	202	11	11	9	9	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4533AA_AS.scaffold.fasta	PASS	
SAL_CA1327AA_AS	heidelberg	0.5.0	1	1	3677767-1; 2531225-1	True		202	202	2	2	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1327AA_AS.scaffold.fasta	PASS	
SAL_EA9445AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	198398-2.2.2.1.1.1; 908618-2.2.2.1.1.1; 167020-2.2.2.1.1.1; 3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9445AA_AS.scaffold.fasta	PASS	
SAL_FA1500AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	1950957-2.2.2.2.2.2; 3062689-2.2.2.2.2.2; 42232-2.2.2.2.2.2; 2801759-2.2.2.2.2.2; 3540924-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA1500AA_AS.scaffold.fasta	PASS	
SAL_CA5049AA_AS	heidelberg	0.5.0	1.1	1; 1.1	2778621-1.1; 2904061-1.1; 4579224-1.1; 4499501-1.1; 3867228-1.1; 202001-1.1; 4738855-1.1; 1049933-1.1; 1193219-1.1; 3278067-1.1; 600783-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5049AA_AS.scaffold.fasta	PASS	
SAL_CA5083AA_AS	heidelberg	0.5.0	2.2.2.2.1.5	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.5	4081360-2.2.2.2.1.5; 1697407-2.2.2.2.1.5; 2605132-2.2.2.2.1.5	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5083AA_AS.scaffold.fasta	PASS	
SAL_EA4484AA_AS	heidelberg	0.5.0	2.1.1.2	2; 2.1; 2.1.1; 2.1.1.2	1329594-2.1.1.2; 3939049-2.1.1.2; 2496132-2.1.1.2; 4013058-2.1.1.2	True		202	202	19	19	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4484AA_AS.scaffold.fasta	PASS	
SAL_EA5797AA_AS	heidelberg	0.5.0	2.2.2.2.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.3	2805778-2.2.2.2.3; 2778422-2.2.2.2.3; 4540735-2.2.2.2.3; 4525936-2.2.2.2.3; 3819645-2.2.2.2.3; 3012157-2.2.2.2.3; 2561007-2.2.2.2.3; 2693425-2.2.2.2.3	True		202	202	20	20	8	8	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5797AA_AS.scaffold.fasta	PASS	
SAL_CA5089AA_AS	heidelberg	0.5.0	1.1	1; 1.1	2904061-1.1; 202001-1.1; 1049933-1.1; 1193219-1.1; 2778621-1.1; 3867228-1.1; 4579224-1.1; 4499501-1.1; 4738855-1.1; 3278067-1.1; 600783-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5089AA_AS.scaffold.fasta	PASS	
SAL_FA3864AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA3864AA_AS.scaffold.fasta	PASS	
SAL_CA2110AA_AS	heidelberg	0.5.0	2.1.1.2	2; 2.1; 2.1.1; 2.1.1.2	2496132-2.1.1.2; 1329594-2.1.1.2; 3939049-2.1.1.2; 4013058-2.1.1.2	True		202	202	19	19	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2110AA_AS.scaffold.fasta	PASS	
SAL_CA4840AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	3801966-2.1.1; 2283825-2.1.1; 3408895-2.1.1; 2422397-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4840AA_AS.scaffold.fasta	PASS	
SAL_BA3103AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA3103AA_AS.scaffold.fasta	PASS	
SAL_BA5699AA_AS	heidelberg	0.5.0	2.2.2.2.5	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.5	4445342-2.2.2.2.5; 3580227-2.2.2.2.5; 3686624-2.2.2.2.5; 573259-2.2.2.2.5	True		202	202	16	16	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA5699AA_AS.scaffold.fasta	PASS	
SAL_CA2919AA_AS	heidelberg	0.5.0	2.1.1.1	2; 2.1; 2.1.1; 2.1.1.1	1534092-2.1.1.1; 1856421-2.1.1.1; 3305400-2.1.1.1	True		202	202	18	18	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2919AA_AS.scaffold.fasta	PASS	
SAL_CA2685AA_AS	heidelberg	0.5.0	1.2	1; 1.2	4642573-1.2; 3082064-1.2; 3090898-1.2; 3113857-1.2; 2239956-1.2; 4166216-1.2	True		202	202	8	8	6	6	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2685AA_AS.scaffold.fasta	PASS	
SAL_EA5576AA_AS	heidelberg	0.5.0	2.2.2.2.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.3	2693425-2.2.2.2.3; 3012157-2.2.2.2.3; 2805778-2.2.2.2.3; 2778422-2.2.2.2.3; 4525936-2.2.2.2.3; 4540735-2.2.2.2.3; 3819645-2.2.2.2.3; 2561007-2.2.2.2.3	True		202	202	20	20	8	8	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5576AA_AS.scaffold.fasta	PASS	
SAL_CA4921AA_AS	heidelberg	0.5.0	2.1.3	2; 2.1; 2.1.3	2963935-2.1.3; 4282538-2.1.3; 2045923-2.1.3; 64709-2.1.3	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4921AA_AS.scaffold.fasta	PASS	
SAL_CA0592AA_AS	heidelberg	0.5.0	2.2.2.1	2; 2.2; 2.2.2; 2.2.2.1	649988-2.2.2.1; 1036874-2.2.2.1; 1061770-2.2.2.1	True		202	202	12	12	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0592AA_AS.scaffold.fasta	PASS	
SAL_EA1761AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA1761AA_AS.scaffold.fasta	PASS	
SAL_EA4127AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	3540924-2.2.2.2.2.2; 42232-2.2.2.2.2.2; 2801759-2.2.2.2.2.2; 3062689-2.2.2.2.2.2; 1950957-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4127AA_AS.scaffold.fasta	PASS	
SAL_CA4643AA_AS	heidelberg	0.5.0	1.1	1; 1.1	3278067-1.1; 2904061-1.1; 2778621-1.1; 4579224-1.1; 4499501-1.1; 1049933-1.1; 1193219-1.1; 3867228-1.1; 202001-1.1; 4738855-1.1; 600783-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4643AA_AS.scaffold.fasta	PASS	
SAL_CA4947AA_AS	heidelberg	0.5.0	1.1	1; 1.1	3867228-1.1; 2778621-1.1; 4738855-1.1; 1049933-1.1; 600783-1.1; 2904061-1.1; 4579224-1.1; 4499501-1.1; 1193219-1.1; 202001-1.1; 3278067-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4947AA_AS.scaffold.fasta	PASS	
SAL_CA5169AA_AS	heidelberg	0.5.0	2.2.2.2.6	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.6	176708-2.2.2.2.6; 1174327-2.2.2.2.6; 2741489-2.2.2.2.6	True		202	202	15	15	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5169AA_AS.scaffold.fasta	PASS	
SAL_CA0755AA_AS	heidelberg	0.5.0	1.1	1; 1.1	2904061-1.1; 3278067-1.1; 2778621-1.1; 4738855-1.1; 600783-1.1; 202001-1.1; 1049933-1.1; 4579224-1.1; 4499501-1.1; 1193219-1.1; 3867228-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0755AA_AS.scaffold.fasta	PASS	
SAL_CA5197AA_AS	heidelberg	0.5.0	2.2.2.1	2; 2.2; 2.2.2; 2.2.2.1	649988-2.2.2.1; 1036874-2.2.2.1; 1061770-2.2.2.1	True		202	202	12	12	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5197AA_AS.scaffold.fasta	PASS	
SAL_CA1505AA_AS	heidelberg	0.5.0	2.2.1.1	2; 2.2; 2.2.1; 2.2.1.1	691203-2.2.1.1; 293728-2.2.1.1; 2802706-2.2.1.1; 3864871-2.2.1.1	True		202	202	14	14	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1505AA_AS.scaffold.fasta	PASS	
SAL_CA5048AA_AS	heidelberg	0.5.0	2.2.2.2.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1	3827083-2.2.2.2.1; 2217680-2.2.2.2.1	True		202	202	14	14	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5048AA_AS.scaffold.fasta	PASS	
SAL_FA1974AA_AS	heidelberg	0.5.0	2.2.2.2.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.3	2561007-2.2.2.2.3; 2693425-2.2.2.2.3; 2778422-2.2.2.2.3; 2805778-2.2.2.2.3; 3012157-2.2.2.2.3; 3819645-2.2.2.2.3; 4525936-2.2.2.2.3; 4540735-2.2.2.2.3	True		202	202	20	20	8	8	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA1974AA_AS.scaffold.fasta	PASS	
SAL_IA6099AA_AS	heidelberg	0.5.0	2.1.1.3	2; 2.1; 2.1.1; 2.1.1.3	2878560-2.1.1.3; 3011381-2.1.1.3; 2213229-2.1.1.3; 3742501-2.1.1.3; 4120499-2.1.1.3	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_IA6099AA_AS.scaffold.fasta	PASS	
SAL_JA0859AA_AS	heidelberg	0.5.0	2.2.1.1.3	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.3	3822905-2.2.1.1.3; 271435-2.2.1.1.3; 3159204-2.2.1.1.3; 869993-2.2.1.1.3; 2658490-2.2.1.1.3	True		202	202	19	19	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_JA0859AA_AS.scaffold.fasta	PASS	
SAL_CA3062AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1; 198398-2.2.2.1.1.1; 908618-2.2.2.1.1.1; 167020-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA3062AA_AS.scaffold.fasta	PASS	
SAL_EA4811AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	3540924-2.2.2.2.2.2; 2801759-2.2.2.2.2.2; 42232-2.2.2.2.2.2; 1950957-2.2.2.2.2.2; 3062689-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4811AA_AS.scaffold.fasta	PASS	
SAL_CA4994AA_AS	heidelberg	0.5.0	2.1	2; 2.1	1976727-2.1; 2048364-2.1; 1276017-2.1; 1313808-2.1; 862828-2.1; 3802645-2.1; 2785633-2.1; 3200083-2.1; 4145957-2.1	True		202	202	11	11	9	9	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4994AA_AS.scaffold.fasta	PASS	
SAL_EA4944AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	3540924-2.2.2.2.2.2; 42232-2.2.2.2.2.2; 3062689-2.2.2.2.2.2; 1950957-2.2.2.2.2.2; 2801759-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4944AA_AS.scaffold.fasta	PASS	
SAL_CA0694AA_AS	heidelberg	0.5.0	2.2.3.3	2; 2.2; 2.2.3; 2.2.3.3	1910623-2.2.3.3; 3553986-2.2.3.3	True		202	202	10	10	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0694AA_AS.scaffold.fasta	PASS	
SAL_CA5164AA_AS	heidelberg	0.5.0	2.2.2.1	2; 2.2; 2.2.2; 2.2.2.1	1036874-2.2.2.1; 649988-2.2.2.1; 1061770-2.2.2.1	True		202	202	12	12	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5164AA_AS.scaffold.fasta	PASS	
SAL_EA3655AA_AS	heidelberg	0.5.0	2.2.2.2.5	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.5	573259-2.2.2.2.5; 4445342-2.2.2.2.5; 3580227-2.2.2.2.5; 3686624-2.2.2.2.5	True		202	202	16	16	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA3655AA_AS.scaffold.fasta	PASS	
SAL_CA5247AA_AS	heidelberg	0.5.0	1.1	1; 1.1	2904061-1.1; 4579224-1.1; 4499501-1.1; 3278067-1.1; 600783-1.1; 202001-1.1; 4738855-1.1; 1049933-1.1; 1193219-1.1; 2778621-1.1; 3867228-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5247AA_AS.scaffold.fasta	PASS	
SAL_EA4781AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	3264474-2.2.2.1.1.1; 3230678-2.2.2.1.1.1; 167020-2.2.2.1.1.1; 908618-2.2.2.1.1.1; 198398-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4781AA_AS.scaffold.fasta	PASS	
SAL_CA2618AA_AS	heidelberg	0.5.0	2.1.2	2; 2.1; 2.1.2	4101230-2.1.2; 4035893-2.1.2; 1062011-2.1.2; 4215208-2.1.2; 4136928-2.1.2; 4327318-2.1.2; 600350-2.1.2	True		202	202	18	18	7	7	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2618AA_AS.scaffold.fasta	PASS	
SAL_FA1760AA_AS	heidelberg	0.5.0	2.2.2.2.5	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.5	573259-2.2.2.2.5; 3580227-2.2.2.2.5; 3686624-2.2.2.2.5; 4445342-2.2.2.2.5	True		202	202	16	16	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA1760AA_AS.scaffold.fasta	PASS	
SAL_EA8399AA_AS	heidelberg	0.5.0	1.3	1; 1.3	4472427-1.3; 92666-1.3; 3913221-1.3; 4707754-1.3	True		202	202	6	6	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA8399AA_AS.scaffold.fasta	PASS	
SAL_CA1309AA_AS	heidelberg	0.5.0	1.3	1; 1.3	4472427-1.3; 4707754-1.3; 92666-1.3; 3913221-1.3	True		202	202	6	6	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1309AA_AS.scaffold.fasta	PASS	
