Assembly Barcode	Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Phage Type	Lab Contact	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly Barcode
SAL_YA4343AA_AS	SAL_NA5830AA	2015AM-2755	SRR6489778;ILLUMINA;Paired;;SRX3579621;923896564;239	SAL_NA5830AA								North America	United States												Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch		PRJNA230403	SRP040281	SAMN08383633	SRS2849067	2018-01-24	2018-01-22	Assembled	193	727905	4763090	Salmonella enterica;100.0%	34	1468	3.61	SAL_YA4343AA_AS
SAL_QA5780AA_AS	SAL_IA5990AA	N13-01312	SRR5239201;ILLUMINA;Paired;;SRX2546095;929435000;250	SAL_IA5990AA	Poultry	Avian	Animal cecal content (chicken)	2012				North America	Canada	Quebec						Heidelberg	I				National Microbiology Laboratory		PRJNA369657	SRP099025	SAMN06279000	SRS1964954	2017-02-14	2017-02-07	Assembled	192	725299	4832280	Salmonella enterica;100.0%	39	3324	3.61	SAL_QA5780AA_AS
SAL_QA5786AA_AS	SAL_IA5984AA	12-6245	SRR5239207;ILLUMINA;Paired;;SRX2546101;931364580;249	SAL_IA5984AA	Human	Human	Human stool	2012	9			North America	Canada	Quebec						Heidelberg	I				National Microbiology Laboratory		PRJNA369657	SRP099025	SAMN06278952	SRS1964960	2017-02-14	2017-02-07	Assembled	191	347735	4868086	Salmonella enterica;97.78%	57	2927	3.61	SAL_QA5786AA_AS
SAL_YA4130AA_AS	SAL_NA6030AA	2015AM-2444	SRR6484698;ILLUMINA;Paired;;SRX3574547;893271548;247	SAL_NA6030AA								North America	United States												Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch		PRJNA230403	SRP040281	SAMN08379489	SRS2844492	2018-01-24	2018-01-19	Assembled	190	740336	4684977	Salmonella enterica;95.24%	30	1293	3.61	SAL_YA4130AA_AS
SAL_AB0823AA_AS	SAL_OA9776AA	102757-001-029	traces-0oRKrIA;ILLUMINA;Paired;;NA;;	SAL_OA9776AA				2013												Heidelberg					r.r.vandenberg@nvwa.nl						2018-04-04	2018-10-07	Assembled	188	412040	4978142	Salmonella enterica;93.03%	52	9637	4	SAL_AB0823AA_AS
SAL_QA5376AA_AS	SAL_IA5821AA	N13-01338	SRR5241823;ILLUMINA;Paired;;SRX2548672;894117640;299	SAL_IA5821AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I				National Microbiology Laboratory		PRJNA369657	SRP099025	SAMN06279033	SRS1967240	2017-02-14	2017-02-08	Assembled	187	725312	4760381	Salmonella enterica;100.0%	38	1361	3.61	SAL_QA5376AA_AS
SAL_SA9081AA_AS	SAL_JA4566AA	PNUSAS013578	SRR5574784;ILLUMINA;Paired;;SRX2833125;928901702;239	SAL_JA4566AA	ND	Avian	Bovine liver	2017				North America	United States	Wisconsin						Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN06927754	SRS2207873	2017-05-18	2017-05-18	Assembled	187	427881	4961753	Salmonella enterica;89.12%	62	2927	3.61	SAL_SA9081AA_AS
SAL_YA9131AA_AS	SAL_OA0293AA	PNUSAS034249	SRR6726342;ILLUMINA;Paired;;SRX3699430;;	SAL_OA0293AA								North America	United States												Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch		PRJNA230403	SRP040281	SAMN08536308	SRS2958904	2018-02-15	2018-02-14	Assembled	187	228250	5056458	Salmonella enterica;88.24%	93	3484	3.61	SAL_YA9131AA_AS
SAL_YA9633AA_AS	SAL_OA0721AA	FVAL369	ERR2204194;ILLUMINA;Paired;250;ERX2258568;;	SAL_OA0721AA	Poultry	Avian	Broiler slaughterhouse	2013				South America	Colombia								I				UTRECHT UNIVERSITY		PRJEB23610	ERP105372	SAMEA104399995	ERS2017937	2018-02-17	2018-02-16	Assembled	187	248327	5105622	Salmonella enterica;81.69%	89	1645	3.61	SAL_YA9633AA_AS
SAL_WA0618AA_AS	SAL_LA9909AA	2015AM-0567	SRR6128822;ILLUMINA;Paired;;SRX3241332;874142442;243	SAL_LA9909AA								North America	United States												Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN07735219	SRS2564427	2017-10-06	2017-10-03	Assembled	185	614525	4720656	Salmonella enterica;100.0%	41	1726	3.61	SAL_WA0618AA_AS
SAL_QA5505AA_AS	SAL_IA6265AA	PNUSAS007418	SRR5238044;ILLUMINA;Paired;;SRX2545018;875483054;233	SAL_IA6265AA	ND	ND						North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN06285358	SRS1963923	2017-02-14	2017-02-08	Assembled	183	694160	4762404	Salmonella enterica;100.0%	45	2543	3.61	SAL_QA5505AA_AS
SAL_SA2477AA_AS	SAL_JA3947AA	PNUSAS011950	SRR5508215;ILLUMINA;Paired;;SRX2783887;872317496;239	SAL_JA3947AA	Human	Human	Homo sapiens					North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN06845818	SRS2166024	2017-05-05	2017-05-04	Assembled	183	412096	4762193	Salmonella enterica;100.0%	51	2392	3.61	SAL_SA2477AA_AS
SAL_WA3054AA_AS	SAL_MA1316AA	PNUSAS025601	SRR6178083;ILLUMINA;Paired;;SRX3288705;889250824;238	SAL_MA1316AA				2014				North America	United States	Wyoming											Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN07780129	SRS2598241	2017-10-17	2017-10-16	Assembled	183	381203	4856700	Salmonella enterica;94.89%	47	2389	3.61	SAL_WA3054AA_AS
SAL_QA5408AA_AS	SAL_IA6362AA	12-5334	SRR5236388;ILLUMINA;Paired;;SRX2543451;881096958;249	SAL_IA6362AA	Human	Human	Human stool	2012	8			North America	Canada	Quebec						Heidelberg	I				National Microbiology Laboratory		PRJNA369657	SRP099025	SAMN06278967	SRS1962584	2017-02-14	2017-02-06	Assembled	182	725300	4818953	Salmonella enterica;90.32%	39	4401	3.61	SAL_QA5408AA_AS
SAL_MA5498AA_AS	SAL_GA7983AA	2014AM-1071	SRR4429347;ILLUMINA;Paired;;SRX2250866;;,SRR4044377;ILLUMINA;Paired;;SRX2035256;881714976;239	SAL_GA7983AA								North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA287785	SRP082403	SAMN05596091	SRS1629186	2016-08-20	2016-08-19	Assembled	181	725153	4863683	Salmonella enterica;96.77%	40	1528	3.51	SAL_MA5498AA_AS
SAL_QA1391AA_AS	SAL_IA2514AA	PNUSAS005455	SRR5207299;ILLUMINA;Paired;;SRX2521088;895392644;194	SAL_IA2514AA	ND	Soil/Dust						North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN06231057	SRS1942687	2017-01-27	2017-01-26	Assembled	180	382039	4961652	Salmonella enterica;88.66%	62	1248	3.61	SAL_QA1391AA_AS
SAL_YA0570AA_AS	SAL_NA3417AA	PNUSAS030861	SRR6430113;ILLUMINA;Paired;;SRX3521759;888186464;209	SAL_NA3417AA				2013				North America	United States	Wyoming											Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch		PRJNA230403	SRP040281	SAMN08225232	SRS2798025	2017-12-30	2017-12-29	Assembled	180	423434	4928171	Salmonella enterica;100.0%	64	1496	3.61	SAL_YA0570AA_AS
SAL_KA0193AA_AS	SAL_EA6675AA	SH12-004	SRR3028739;ILLUMINA;Paired;;SRX1489224;856211370;203	SAL_EA6675AA	Human	Human	Homo sapiens; Human	2012	5			North America	Canada	Quebec						Heidelberg	I			19	McGill University		PRJNA305824	SRP067504	SAMN04334630	SRS1211428	2015-12-22	2015-12-19	Assembled	179	694160	4772443	Salmonella enterica;100.0%	48	729	3.32	SAL_KA0193AA_AS
SAL_LA5659AA_AS	SAL_GA3809AA	IVB 588/24	SRR1060668;ILLUMINA;Paired;250;SRX399272;894145030;97	SAL_GA3809AA								Asia	Thailand							Heidelberg	I				University College Dublin - 100K Genome Project		PRJNA203445	SRP022914	SAMN02367676	SRS519706	2016-07-01	2015-07-22	Assembled	179	232424	4989371	Salmonella enterica;97.63%	91	1216	3.41	SAL_LA5659AA_AS
SAL_OA4947AA_AS	SAL_HA3915AA	PNUSAS005292	SRR5023221;ILLUMINA;Paired;;SRX2349931;847247310;195	SAL_HA3915AA	ND	ND						North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN05992314	SRS1800048	2016-11-16	2016-11-15	Assembled	179	334844	4721889	Salmonella enterica;100.0%	43	1085	3.51	SAL_OA4947AA_AS
SAL_QA5805AA_AS	SAL_IA5965AA	12-6510	SRR5239226;ILLUMINA;Paired;;SRX2546120;856143174;249	SAL_IA5965AA	Human	Human	Human stool	2012	9			North America	Canada	Quebec						Heidelberg	I				National Microbiology Laboratory		PRJNA369657	SRP099025	SAMN06278970	SRS1964979	2017-02-14	2017-02-07	Assembled	179	725307	4767012	Salmonella enterica;92.6%	35	3112	3.61	SAL_QA5805AA_AS
SAL_YA9612AA_AS	SAL_OA0742AA	UGBUC832	ERR2204173;ILLUMINA;Paired;250;ERX2258547;;	SAL_OA0742AA	Poultry	Invertebrates	Broiler meat	2011				South America	Colombia								I				UTRECHT UNIVERSITY		PRJEB23610	ERP105372	SAMEA104399974	ERS2017916	2018-02-17	2018-02-16	Assembled	179	161817	5179311	Salmonella enterica;86.75%	101	2164	3.61	SAL_YA9612AA_AS
SAL_AB1307AA_AS	SAL_PA0100AA	SARA39 (Fidelma Boyd)	traces-0ixsraH;ILLUMINA;Paired;;;;	SAL_PA0100AA		Human						North America	USA							Heidelberg	I				M. Achtman						2018-04-05	2018-10-04	Assembled	179	411975	5076572	Salmonella enterica;95.92%	70	14074	4	SAL_AB1307AA_AS
SAL_QA6400AA_AS	SAL_IA5978AA	N13-01311	SRR5239213;ILLUMINA;Paired;;SRX2546107;847561328;248	SAL_IA5978AA	Poultry	Avian	Animal cecal content (chicken)	2012				North America	Canada	Quebec						Heidelberg	I				National Microbiology Laboratory		PRJNA369657	SRP099025	SAMN06278999	SRS1964966	2017-02-14	2017-02-07	Assembled	178	725299	4759630	Salmonella enterica;100.0%	36	3756	3.61	SAL_QA6400AA_AS
SAL_UA4158AA_AS	SAL_KA6458AA	2015AM-1466	SRR5896204;ILLUMINA;Paired;;SRX3061751;851560800;240	SAL_KA6458AA	ND	ND						North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN07450180	SRS2406921	2017-08-04	2017-08-04	Assembled	178	740520	4765526	Salmonella enterica;100.0%	33	1380	3.61	SAL_UA4158AA_AS
SAL_UA8468AA_AS	SAL_LA0819AA	714	SRR5985917;ILLUMINA;Paired;;SRX3141861;871224348;222	SAL_LA0819AA	Poultry	Avian	chicken; chicken barn	2015				North America	United States	Minnesota				46.72	-94.68	Heidelberg	I				University of Saskatchewan		PRJNA395602	SRP116357	SAMN07411532	SRS2474599	2017-08-29	2017-08-28	Assembled	178	412162	4870568	Salmonella enterica;97.78%	54	1131	3.61	SAL_UA8468AA_AS
SAL_KA2825AA_AS	SAL_EA9238AA	FDA00009602	SRR3133015;ILLUMINA;Paired;500;SRX1550920;861118620;230,SRR2906732;ILLUMINA;Paired;500;SRX1420655;;	SAL_EA9238AA	Food	Meat	Chicken bites wrapped in bacon	2015	10			North America	Canada							Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN04443750	SRS1267577	2016-02-01	2015-01-01	Assembled	177	183170	4854013	Salmonella enterica;97.37%	89	6794	3.32	SAL_KA2825AA_AS
SAL_LA3166AA_AS	SAL_FA7691AA	PNUSAS002292	SRR3632940;ILLUMINA;Paired;;SRX1824232;837859248;216	SAL_FA7691AA	ND	ND	Stool; Age: 10-19	2016	5			North America	United States							Heidelberg					Centers for Disease Control and Prevention - PulseNet		PRJNA230403	SRP040281	SAMN05150112	SRS1487188	2016-06-07	2016-06-06	Assembled	177	334844	4731263	Salmonella enterica;97.82%	57	2516	3.41	SAL_LA3166AA_AS
SAL_QA5384AA_AS	SAL_IA5813AA	N13-01351	SRR5241831;ILLUMINA;Paired;;SRX2548680;852877000;250	SAL_IA5813AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I				National Microbiology Laboratory		PRJNA369657	SRP099025	SAMN06279035	SRS1967248	2017-02-14	2017-02-08	Assembled	177	732010	4799752	Salmonella enterica;100.0%	41	3616	3.61	SAL_QA5384AA_AS
SAL_KA0174AA_AS	SAL_EA6656AA	SH14-005	SRR3028758;ILLUMINA;Paired;;SRX1489243;841801968;252	SAL_EA6656AA	Human	Human	Homo sapiens; Human	2014	8			North America	Canada	Quebec						Heidelberg	I			19	McGill University		PRJNA305824	SRP067504	SAMN04334649	SRS1211408	2015-12-22	2015-12-19	Assembled	176	693257	4777304	Salmonella enterica;97.67%	50	1846	3.32	SAL_KA0174AA_AS
SAL_OA1479AA_AS	SAL_HA4985AA	13-0756	SRR5055599;ILLUMINA;Paired;;SRX2376394;852829640;260	SAL_HA4985AA	Human	Human	Homo sapiens					North America	Canada							Heidelberg	I				National Microbiology Laboratory		PRJNA353625	SRP093623	SAMN06030301	SRS1819432	2016-11-27	2016-11-25	Assembled	176	298839	4825192	Salmonella enterica;98.07%	65	2180	3.51	SAL_OA1479AA_AS
SAL_QA5815AA_AS	SAL_IA5805AA	N13-01323	SRR5241839;ILLUMINA;Paired;;SRX2548688;839114000;250	SAL_IA5805AA	Poultry	Avian	Animal cecal content (chicken)	2012				North America	Canada	Quebec						Heidelberg	I				National Microbiology Laboratory		PRJNA369657	SRP099025	SAMN06279001	SRS1967256	2017-02-14	2017-02-08	Assembled	176	439677	4761974	Salmonella enterica;96.67%	37	2011	3.61	SAL_QA5815AA_AS
SAL_UA2373AA_AS	SAL_KA5249AA	PNUSAS018427	SRR5865145;ILLUMINA;Paired;;SRX3033197;858587748;219	SAL_KA5249AA								North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN07352528	SRS2381993	2017-07-25	2017-07-25	Assembled	176	694880	4878039	Salmonella enterica;91.17%	47	1643	3.61	SAL_UA2373AA_AS
SAL_YA4162AA_AS	SAL_NA5998AA	2015AM-2718	SRR6484757;ILLUMINA;Paired;;SRX3574606;840512640;240	SAL_NA5998AA								North America	United States												Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch		PRJNA230403	SRP040281	SAMN08379523	SRS2844550	2018-01-24	2018-01-19	Assembled	176	740519	4761035	Salmonella enterica;95.83%	32	1245	3.61	SAL_YA4162AA_AS
SAL_YA2247AA_AS	SAL_NA4576AA	2014AM-1829	SRR6456811;ILLUMINA;Paired;;SRX3547412;853122588;246	SAL_NA4576AA								North America	United States												Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch		PRJNA230403	SRP040281	SAMN08337262	SRS2821560	2018-01-10	2018-01-10	Assembled	175	725773	4862837	Salmonella enterica;96.43%	40	1502	3.61	SAL_YA2247AA_AS
SAL_QA6300AA_AS	SAL_IA5806AA	N13-01355	SRR5241838;ILLUMINA;Paired;;SRX2548687;847631512;299	SAL_IA5806AA	Food	Avian	Food pre-packaged (chicken)	2012				North America	Canada	Quebec						Heidelberg	I				National Microbiology Laboratory		PRJNA369657	SRP099025	SAMN06279045	SRS1967255	2017-02-14	2017-02-08	Assembled	174	694096	4861198	Salmonella enterica;97.06%	43	3417	3.61	SAL_QA6300AA_AS
SAL_QA5803AA_AS	SAL_IA5967AA	12-7730	SRR5239224;ILLUMINA;Paired;;SRX2546118;831868000;250	SAL_IA5967AA	Human	Human	Human stool	2012	11			North America	Canada	Quebec						Heidelberg	I				National Microbiology Laboratory		PRJNA369657	SRP099025	SAMN06278972	SRS1964977	2017-02-14	2017-02-07	Assembled	174	660883	4758889	Salmonella enterica;100.0%	39	3616	3.61	SAL_QA5803AA_AS
SAL_YA8090AA_AS	SAL_NA9401AA	PNUSAS033502	SRR6682142;ILLUMINA;Paired;;SRX3658448;;	SAL_NA9401AA								North America	United States												Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch		PRJNA230403	SRP040281	SAMN08481407	SRS2922295	2018-02-08	2018-02-07	Assembled	174	693595	4851316	Salmonella enterica;94.59%	50	1943	3.61	SAL_YA8090AA_AS
SAL_KA2443AA_AS	SAL_EA8855AA	WAPHL-SAL-A01019	SRR3101785;ILLUMINA;Paired;500;SRX1530834;827617840;245,SRR3101880;ILLUMINA;Paired;500;SRX1530845;827617840;245	SAL_EA8855AA	Poultry	Avian	Chicken Breast	2009				North America	United States	New Mexico						Heidelberg					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA183851	SRP028334	SAMN04217244	SRS1248436	2016-01-14	2015-01-01	Assembled	173	231113	4771268	Salmonella enterica;100.0%	68	8284	3.32	SAL_KA2443AA_AS
SAL_QA6256AA_AS	SAL_IA5970AA	N13-01315	SRR5239221;ILLUMINA;Paired;;SRX2546115;845439000;250	SAL_IA5970AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I				National Microbiology Laboratory		PRJNA369657	SRP099025	SAMN06279017	SRS1964974	2017-02-14	2017-02-07	Assembled	173	725307	4860793	Salmonella enterica;96.98%	44	3038	3.61	SAL_QA6256AA_AS
SAL_MA6233AA_AS	SAL_GA7861AA	2014AM-2897	SRR4044584;ILLUMINA;Paired;;SRX2035449;817884620;238	SAL_GA7861AA								North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA287785	SRP082403	SAMN05596366	SRS1629360	2016-08-20	2016-08-19	Assembled	172	693849	4745618	Salmonella enterica;96.67%	38	1320	3.51	SAL_MA6233AA_AS
SAL_MA7606AA_AS	SAL_GA9116AA	PNUSAS003401	SRR4218298;ILLUMINA;Paired;;SRX2155424;821981076;238	SAL_GA9116AA	ND	ND						North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN05726812	SRS1685504	2016-09-13	2016-09-09	Assembled	172	291825	4769984	Salmonella enterica;100.0%	57	3747	3.51	SAL_MA7606AA_AS
SAL_JA9935AA_AS	SAL_EA6376AA	FSIS1505189	SRR3000032;ILLUMINA;Paired;300;SRX1482319;827747850;129	SAL_EA6376AA	Livestock	Bovine	Animal-Cattle-Steer	2014				North America	United States	Pennsylvania						Heidelberg	I				Department of Agriculture - Food Safety and Inspection Service (US)		PRJNA242847	SRP040648	SAMN04337218	SRS1207002	2015-12-16	2015-12-15	Assembled	171	412058	4833616	Salmonella enterica;96.61%	77	1589	3.32	SAL_JA9935AA_AS
SAL_LA7659AA_AS	SAL_GA1732AA	SAL3275	SRR1840648;ILLUMINA;Paired;;SRX902682;851599420;98	SAL_GA1732AA	Livestock	Bovine	Cattle	1998												Heidelberg	I				University College Dublin - 100K Genome Project		PRJNA203445	SRP022914	SAMN02368080	SRS865376	2016-06-30	2016-03-05	Assembled	171	231028	4955584	Salmonella enterica;96.78%	81	698	3.41	SAL_LA7659AA_AS
SAL_MA6205AA_AS	SAL_GA7889AA	2014AM-0897	SRR4044554;ILLUMINA;Paired;;SRX2035421;817725368;236	SAL_GA7889AA								North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA287785	SRP082403	SAMN05596316	SRS1629332	2016-08-20	2016-08-19	Assembled	171	693769	4764574	Salmonella enterica;100.0%	31	1511	3.51	SAL_MA6205AA_AS
SAL_MA8437AA_AS	SAL_GA9791AA	PNUSAS004151	SRR4292022;ILLUMINA;Paired;;SRX2187516;815501344;232	SAL_GA9791AA								North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN05783847	SRS1710354	2016-09-24	2016-09-22	Assembled	171	643026	4762770	Salmonella enterica;97.15%	43	2098	3.51	SAL_MA8437AA_AS
SAL_QA5776AA_AS	SAL_IA5994AA	N13-01293	SRR5239197;ILLUMINA;Paired;;SRX2546091;816913448;299	SAL_IA5994AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I				National Microbiology Laboratory		PRJNA369657	SRP099025	SAMN06279025	SRS1964950	2017-02-14	2017-02-07	Assembled	171	412138	4761132	Salmonella enterica;100.0%	44	2892	3.61	SAL_QA5776AA_AS
SAL_ZA8715AA_AS	SAL_OA4280AA	S17-15458	SRR6893068;ILLUMINA;Paired;;SRX3843312;;	SAL_OA4280AA				2017												Heidelberg	I				USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories - DBL		PRJNA434427	SRP136393	SAMN08793544	SRS3089012	2018-03-27	2018-03-24	Assembled	170	88017	4962583	Salmonella enterica;84.68%	160	59382	4	SAL_ZA8715AA_AS
SAL_LA7655AA_AS	SAL_GA1736AA	SAL3271	SRR1840644;ILLUMINA;Paired;;SRX902678;828400176;97	SAL_GA1736AA	Poultry	Avian	Chicken; Gallus gallus	2004												4,12:R:-	I				University College Dublin - 100K Genome Project		PRJNA203445	SRP022914	SAMN02368076	SRS865379	2016-06-30	2016-03-05	Assembled	169	238806	4885743	Salmonella enterica;98.24%	61	544	3.41	SAL_LA7655AA_AS
SAL_QA7718AA_AS	SAL_IA7528AA	FSIS1710443	SRR5297984;ILLUMINA;Paired;300;SRX2600173;826809344;149	SAL_IA7528AA	Poultry	Avian	Raw Intact Chicken	2017				North America	United States	Michigan						Heidelberg	I				Department of Agriculture - Food Safety and Inspection Service (US)		PRJNA242847	SRP040648	SAMN06459936	SRS2006486	2017-03-01	2017-03-01	Assembled	169	694105	4881915	Salmonella enterica;100.0%	42	1080	3.61	SAL_QA7718AA_AS
SAL_VA7873AA_AS	SAL_LA6711AA	PNUSAS023523	SRR6107330;ILLUMINA;Paired;;SRX3222363;805394380;238	SAL_LA6711AA																					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN07662463	SRS2546962	2017-09-28	2017-09-27	Assembled	169	412162	4762589	Salmonella enterica;100.0%	51	975	3.61	SAL_VA7873AA_AS
SAL_WA1800AA_AS	SAL_MA0163AA	PNUSAS022772	SRR6155238;ILLUMINA;Paired;;SRX3267075;835209210;215	SAL_MA0163AA								North America	United States												Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN07736366	SRS2579284	2017-10-11	2017-10-10	Assembled	169	382039	4940300	Salmonella enterica;90.67%	63	1322	3.61	SAL_WA1800AA_AS
SAL_QA5778AA_AS	SAL_IA5992AA	N13-01320	SRR5239199;ILLUMINA;Paired;;SRX2546093;814717500;250	SAL_IA5992AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I				National Microbiology Laboratory		PRJNA369657	SRP099025	SAMN06279019	SRS1964952	2017-02-14	2017-02-07	Assembled	167	515183	4865452	Salmonella enterica;92.3%	52	4825	3.61	SAL_QA5778AA_AS
SAL_UA4838AA_AS	SAL_KA7254AA	ADRDL-1093	SRR5910125;ILLUMINA;Paired;500;SRX3071576;830061652;238	SAL_KA7254AA	Livestock	Bovine	intestine (Bos taurus)	2016	9			North America	United States	South Dakota						Heidelberg					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA280335	SRP059853	SAMN06648142	SRS2415403	2017-08-08	2017-08-08	Assembled	167	369439	4961260	Salmonella enterica;89.35%	63	2509	3.61	SAL_UA4838AA_AS
